transit, 14379, 461880, 255859.08639935532,2,72
driving, 29714, 864969, 728554.6737314723,2,73
walking, 615825, 824681, 728554.6737314723,2,73
transit, 21172, 836355, 728554.6737314723,2,73
driving, 21389, 644942, 509374.89322201384,2,74
walking, 450801, 601942, 509374.89322201384,2,74
transit, 26089, 692539, 509374.89322201384,2,74
driving, 10444, 308883, 268463.2884277136,2,75
walking, 229624, 306660, 268463.2884277136,2,75
driving, 33043, 348098, 313490.75464131683,2,76
walking, 72144, 341765, 313490.75464131683,2,76
driving, 35976, 1102906, 799843.2627395801,2,77
walking, 695016, 920008, 799843.2627395801,2,77
transit, 27697, 1154732, 799843.2627395801,2,77
driving, 15692, 456778, 335747.56868391356,2,78
walking, 302893, 400960, 335747.56868391356,2,78
transit, 18115, 476876, 335747.56868391356,2,78
driving, 11993, 339728, 221194.55032779067,2,79
walking, 218457, 284906, 221194.55032779067,2,79
transit, 16061, 342890, 221194.55032779067,2,79
driving, 3575, 80845, 61625.637555965535,2,80
walking, 56267, 71224, 61625.637555965535,2,80
transit, 6693, 86012, 61625.637555965535,2,80
driving, 26152, 776897, 659938.9536140566,2,81
walking, 561659, 752302, 659938.9536140566,2,81
transit, 17038, 765221, 659938.9536140566,2,81
driving, 18094, 538852, 361092.9181204071,3,4
walking, 324936, 424920, 361092.9181204071,3,4
transit, 19052, 568946, 361092.9181204071,3,4
driving, 16020, 469432, 296801.8940988591,3,5
walking, 315740, 405944, 296801.8940988591,3,5
transit, 18773, 547242, 296801.8940988591,3,5
driving, 23152, 685357, 516838.53410496097,3,6
walking, 425575, 570729, 516838.53410496097,3,6
transit, 18303, 839687, 516838.53410496097,3,6
driving, 17247, 495050, 384190.1095682038,3,7
walking, 322099, 433057, 384190.1095682038,3,7
transit, 15834, 501776, 384190.1095682038,3,7
driving, 10442, 301218, 251266.592844148,3,8
walking, 213113, 284525, 251266.592844148,3,8
transit, 8170, 311537, 251266.592844148,3,8
driving, 19042, 551144, 436201.1546286113,3,9
walking, 390110, 511356, 436201.1546286113,3,9
transit, 25208, 816155, 436201.1546286113,3,9
driving, 24208, 737471, 560326.7935024176,3,10
walking, 460391, 620297, 560326.7935024176,3,10
transit, 18717, 743799, 560326.7935024176,3,10
driving, 22048, 654611, 547035.6855794083,3,11
walking, 454893, 614231, 547035.6855794083,3,11
transit, 19832, 663292, 547035.6855794083,3,11
driving, 15929, 486967, 394422.60814275633,3,12
walking, 325534, 440698, 394422.60814275633,3,12
transit, 15568, 581355, 394422.60814275633,3,12
driving, 22467, 690973, 559441.7286486187,3,13
walking, 462548, 624306, 559441.7286486187,3,13
transit, 14273, 658337, 559441.7286486187,3,13
driving, 3054, 61368, 49713.3096392806,3,14
walking, 44447, 56702, 49713.3096392806,3,14
transit, 5424, 62920, 49713.3096392806,3,14
driving, 13316, 379230, 305519.51080272964,3,15
walking, 272240, 361658, 305519.51080272964,3,15
transit, 13508, 395905, 305519.51080272964,3,15
driving, 20085, 598796, 454900.0927446509,3,16
walking, 372030, 499192, 454900.0927446509,3,16
