49.3578054,6.1685653
49.3579716,6.1686348
49.3583358,6.168184
49.357772,6.166996
49.3561196,6.1642842
49.3520683,6.1600436
49.3485481,6.1574485
48.698426,6.120149899999999
47.9187174,5.2276915
47.0362047,4.881408
47.0215186,4.870853599999999
46.3564959,4.8287337
45.9399984,4.7228245
45.7489351,4.8284373
45.643767,4.8290348
44.1349904,4.7843125
43.5604106,5.2283098
43.3236623,5.3781484
43.3222371,5.3777891
43.320295,5.3772894
43.3197597,5.377839499999999
43.3158017,5.3934755
43.3142376,5.404793499999999
43.3094158,5.4028949
43.3007856,5.4006926
43.2999735,5.4005499
43.2999166,5.4000103
